gene_id,a.value,m.value,p.value,q.value,estimatedDEG,expression
TACR3,-0.5870859905815261,-1.217455627337961,0.5146809206281204,0.8336185382238859,0,cko-high
GM42429,-0.5870859905815261,-1.217455627337961,0.5146809206281204,0.8336185382238859,0,cko-high
3110045C21RIK,6.377345337939296,-0.20222545528770297,0.5148298533637233,0.8338240258130553,0,cko-high
DUS4L,5.901392373844869,-0.15958675081801665,0.5148994745180648,0.8338933683519182,0,cko-high
GM14415,1.989814940356432,-0.601205412573504,0.5149167983663305,0.8338933683519182,0,cko-high
GM17024,3.942685141595166,0.29724995279700295,0.515051743140262,0.8340761656064097,0,cko-low
GM29638,0.20870337744213924,1.065393617303358,0.515115455452696,0.8341097343834846,0,cko-low
GM11450,0.7438694883515855,0.7636965600529956,0.5151213115724229,0.8341097343834846,0,cko-low
GM37689,3.0514097138414797,0.4165100302350555,0.5151386854495801,0.8341097343834846,0,cko-low
ZFP608,9.391866626300118,-0.06988132571573402,0.5151809641065968,0.8341424530018638,0,cko-high
GCSAM,1.8153430397614585,0.6126330832023228,0.5152184184052819,0.8341673579115935,0,cko-low
GM28874,3.673511028836281,0.2901874840068839,0.5152484411746983,0.834180229142535,0,cko-low
LSM8,7.131251640223697,0.10212193643587852,0.5153683254110781,0.8343213408525525,0,cko-low
TUBB5,10.24579212440231,-0.07613661363030921,0.5153893100820399,0.8343213408525525,0,cko-high
RPS12-PS26,2.477601402061734,-0.4258646619680282,0.5154392250923687,0.8343213408525525,0,cko-high
GM37255,4.607175725581401,0.22107521965999677,0.5154479686260135,0.8343213408525525,0,cko-low
GM47445,2.152741286683219,0.5410252226806558,0.5154700500329924,0.8343213408525525,0,cko-low
GDF9,1.355218371571545,0.6012184808790313,0.5154965549345705,0.8343213408525525,0,cko-low
PACSIN1,4.437206519563814,-0.25605118960452344,0.5155187853136936,0.8343213408525525,0,cko-high
PHB,9.177966330431168,-0.07140406282134748,0.5155290842985863,0.8343213408525525,0,cko-high
RASA2,9.56960343711322,0.07532114356425978,0.5155354675049957,0.8343213408525525,0,cko-low
GM9725,3.7367125815928204,-0.2822441699987488,0.5155563683565214,0.8343213408525525,0,cko-high
GM8408,-0.4985227471409623,-1.053513790470023,0.5156420472786634,0.8344216985384079,0,cko-high
GM37637,4.5610835041206546,-0.25735248081276385,0.5156625415263685,0.8344216985384079,0,cko-high
HIST1H2BQ,3.5139285926167076,-0.384641303646696,0.5157036686911316,0.83445251957420985,0,cko-high
GM9246,4.825248408319031,-0.21171184560398792,0.5157692400985678,0.8344747891320666,0,cko-high
GM20108,-0.4993624706902663,-1.051834343371415,0.5157780561350648,0.8344747891320666,0,cko-high
RPL19-PS4,1.0124607877681362,0.7070881876032424,0.5158010416622538,0.8344747891320666,0,cko-low
CDK13,11.138307653241394,0.07019723943886369,0.5158135956829232,0.8344747891320666,0,cko-low
VLDLR,11.088521798041452,-0.061901468067256715,0.5159122613358,0.8344747891320666,0,cko-low
GM8644,4.199808990248503,0.2430393483452269,0.5159130072109699,0.8344747891320666,0,cko-low
FBXL12OS,5.701713494577083,-0.156268608819917,0.5159160401173091,0.8344747891320666,0,cko-high
GM43623,1.7026833423192347,-0.4806527201624229,0.5159221075519046,0.8344747891320666,0,cko-high
FBLN2,6.500732963470742,0.15051677028195876,0.5159617107567163,0.8344747891320666,0,cko-low
GBE1,9.336525182768096,-0.0732081464512806,0.5159751687118421,0.8344747891320666,0,cko-high
GM11965,5.140847565054054,0.18348188532132337,0.5159864651950166,0.8344747891320666,0,cko-low
PKIB,4.074045592802882,0.3266592659768839,0.5160041626420646,0.8344747891320666,0,cko-low
GM48984,1.4461924444803516,-0.5615143458000862,0.5160044810337443,0.8344747891320666,0,cko-high
GM27956,0.4453436766218985,-0.9013088600261253,0.516079696887157,0.8345137024718634,0,cko-high
NPHS2,10.24529536098381,-0.08329491092845309,0.5160872431898273,0.8345137024718634,0,cko-high
H3C4,4.075047491619509,0.3027972740286353,0.5160947886899977,0.8345137024718634,0,cko-low
GM22446,0.443966798673976,0.8086039028865143,0.5161608852589268,0.8345848703934181,0,cko-low
GM49026,2.407933261313385,-0.446612560614962,0.5162028006277772,0.8346169351127303,0,cko-high
STXBP2,10.526289120409462,0.06240771911995324,0.5162926917774878,0.8347265628943238,0,cko-low
SRGN,7.39013044287514,-0.10635604379887997,0.5163738877459978,0.8347849364014883,0,cko-high
SPIN2C,2.9975798228032215,-0.4766171248401827,0.5163881053242385,0.8347849364014883,0,cko-high
DMAC2,9.787086135858996,0.07552531433310072,0.5163950635900189,0.8347849364014883,0,cko-low
CCN2,10.668603694793031,0.12006740039187491,0.5164597514539302,0.8348537972944493,0,cko-low
NUP37,5.888542041338184,-0.14973536421295996,0.516485151408753,0.8348588781067829,0,cko-high
4930420N18RIK,2.752935121470837,0.3884357517361554,0.516526774017346,0.8348588781067829,0,cko-low
PLA2G4B,4.442640317022604,-0.2230115584274337,0.5165291672283234,0.8348588781067829,0,cko-high
COL28A1,1.647611180103276,0.5658577208158957,0.5165945982461184,0.8349231627039092,0,cko-low
RPUSD4,7.563040800914193,0.1055047094901882,0.5166131254410513,0.8349231627039092,0,cko-low
GM37023,4.304546872236176,-0.27543864586495204,0.5166618643833438,0.8349662253057656,0,cko-high
2610507B11RIK,13.326016452551265,0.06254489062829371,0.5167538377459443,0.8350791514621879,0,cko-low
1700015O11RIK,1.7478172090275192,-0.5296985688891676,0.5168266021297385,0.8351610273950091,0,cko-high
GM2611,0.4264821376246099,0.7769669517780514,0.516871776789453,0.8351983148805799,0,cko-low
GM19086,2.9413209849527036,-0.3743270933627163,0.5168985668029384,0.835205893224022,0,cko-high
GM17812,2.1398721664942024,-0.519882352022105,0.5169302387539494,0.8352213588280998,0,cko-high
GM42141,0.9385720786537133,-0.8176117688522081,0.5170181674941217,0.8353184905005226,0,cko-high
WDR90,7.942766140051813,-0.08791427078459169,0.5170525164200952,0.8353184905005226,0,cko-high
GM47411,2.6698897238367323,0.37795769951906877,0.5170566640632601,0.8353184905005226,0,cko-low
BSG,12.615387397126192,0.06597025744497387,0.5171525868705125,0.8353757143268363,0,cko-low
GOLGA3,10.351686530297535,0.061899110900196064,0.5171533043135379,0.8353757143268363,0,cko-low
GM128,5.936934848574463,0.2098097127732279,0.5171837278811691,0.8353757143268363,0,cko-low
4833413G10RIK,6.763668310673518,0.11342234877228474,0.5172145137451637,0.8353757143268363,0,cko-low
GM43268,5.936562755442802,-0.13667145836789807,0.5172310771338,0.8353757143268363,0,cko-high
GM20457,4.363980518841885,-0.23079582356441364,0.5172378278060233,0.8353757143268363,0,cko-high
A630081D01RIK,2.28258574188,-0.5390462301959746,0.5172468171900924,0.8353757143268363,0,cko-high
GM23756,0.029364799353598037,0.8636103849657136,0.5173316091609667,0.8354402083785146,0,cko-low
GM37526,2.6399723089145266,-0.43112508976078434,0.5173819465985194,0.8354402083785146,0,cko-high
GM5069,5.134289210772257,0.17678347730114385,0.5173845233755168,0.8354402083785146,0,cko-low
GM14780,4.3478249476284025,-0.22249522072158356,0.5174398837894799,0.8354402083785146,0,cko-high
DLGAP5,4.451652711771907,-0.31926566695583247,0.517461542694833,0.8354402083785146,0,cko-high
HR,5.987405986234771,-0.1764769666499575,0.5174908656365773,0.8354402083785146,0,cko-high
MASKBP3,5.199222545675974,-0.16060115722852597,0.5174993310394107,0.8354402083785146,0,cko-high
UBR2,11.355059817109675,-0.06596609674050669,0.5175067225818147,0.8354402083785146,0,cko-high
GPC5,5.270978261503536,-0.2253582355136725,0.5175100756363918,0.8354402083785146,0,cko-high
GM6158,8.2451470337406,-0.09983053216296334,0.5175320299097276,0.8354402083785146,0,cko-high
SCG5,6.99025438911973,0.1333904173837306,0.5175653682075593,0.8354402083785146,0,cko-low
BC024063,4.837135480841589,-0.21019004090022175,0.517571019906911,0.8354402083785146,0,cko-high
GM23783,-0.07092681654798444,-0.8789674720200532,0.5175962138441157,0.8354402083785146,0,cko-high
TOMM20L,1.7388163821275422,0.5096725124063433,0.51759623833019,0.8354402083785146,0,cko-low
ARRB2,7.3917985738771534,0.09438839384231112,0.5176394828073878,0.8354743256142132,0,cko-low
MRPS31,8.496312438068484,0.07592104234208108,0.5176720513887679,0.8354912096892859,0,cko-low
GM20426,3.1487942388741477,0.33462424290091874,0.5177239389360261,0.8355392706269077,0,cko-low
RSRC2,9.894202635040136,0.08504790901662673,0.5177566156930149,0.835556325060655,0,cko-low
KNCN,0.4321610105823731,-0.8613642115193267,0.5179451064976706,0.8358248202211865,0,cko-high
GM13430,2.791761767783882,0.38684606331832416,0.5180074881590498,0.8358897947270201,0,cko-low
XK,4.124463241648662,0.2602809891455147,0.5180464635133173,0.835916995392822,0,cko-low
DAXX,8.472315424734834,-0.09084338962536442,0.5181926468100202,0.8361074706832012,0,cko-high
GM25291,6.603748619760284,0.2831467840679469,0.518213151217564,0.8361074706832012,0,cko-low
GM23085,-0.4973306527069241,0.9620550484112429,0.5182389149639077,0.8361074706832012,0,cko-low
9430085M18RIK,3.9825996765682863,0.26529098520936456,0.5182530033010687,0.8361074706832012,0,cko-low
GM49024,2.1655531920439524,0.48578440224852426,0.5182753560282987,0.8361078397943081,0,cko-low
8030456M14RIK,4.151882676099338,-0.24975875240727063,0.5183150019451022,0.8361361059251846,0,cko-high
GM7335,6.697949966580287,0.10927078615327623,0.5183380362546124,0.8361375732514219,0,cko-low
PIFO,-0.509464683340793,-1.0316299180703616,0.5184455040677115,0.8362038534303681,0,cko-high
GM48891,-0.509464683340793,-1.0316299180703616,0.5184455040677115,0.8362038534303681,0,cko-high
GM8948,-0.509464683340793,-1.0316299180703616,0.5184455040677115,0.8362038534303681,0,cko-high
GM4587,0.8568329720421555,-0.9353685511430121,0.5184824867797757,0.8362278141166475,0,cko-high
GM27782,-0.5103172491263347,-1.0299247864992782,0.5185818783990419,0.8363201603338071,0,cko-high
BCL2L14,5.24818199416206,0.17276040504855228,0.5185953897205464,0.8363201603338071,0,cko-low
SLC7A5,6.530311176864167,-0.19760574045404677,0.518624036786481,0.8363201603338071,0,cko-high
A630095N17RIK,1.8946636310868967,0.5287659834923493,0.5186282620020931,0.8363201603338071,0,cko-low
GSK3A,9.210704341339518,0.06698263420980588,0.5186895869527917,0.8363833626368521,0,cko-low
RNF167,9.925402816641741,0.07406657404005301,0.5187448259525642,0.8364367464117803,0,cko-low
ZFP825,6.059417220440091,-0.1372477403202952,0.5187678331323891,0.8364381564801932,0,cko-high
SMPDL3B,4.154805380619031,-0.2527810572679128,0.5188367485759915,0.8365135837109159,0,cko-high
GM15239,1.6593717701447774,0.6079689802022636,0.51887294992223,0.8365362622525027,0,cko-low
D6WSU163E,8.377342081671795,0.08454691784680612,0.5189197499591871,0.8365760255292892,0,cko-low
TTC30A2,2.719405443625112,-0.5373220229946254,0.5189934718541429,0.8366591856124118,0,cko-high
GM5578,8.005399706976952,0.08663020181936787,0.5190725903219519,0.8367316243828585,0,cko-low
UBR5,12.475574857110658,0.0613247874970142,0.5190826877025857,0.8367316243828585,0,cko-low
GM14668,1.150240304829035,0.6370450043853755,0.5191580615845923,0.8368174299840021,0,cko-low
COA7,8.08962719545024,0.0848651658006041,0.5192300150624336,0.8368977152403075,0,cko-low
RAP2B,5.180369355363026,-0.18689313559629284,0.5193688335361435,0.837085762410352,0,cko-high
GM13140,6.340961935420609,-0.13749837042061674,0.5194551965284038,0.8371892527272564,0,cko-high
VPS50,9.118574433951084,-0.07766086174288844,0.5195720970768737,0.8372551021055603,0,cko-high
RNY1,6.162110890466607,-0.19278321620207794,0.5195826438306974,0.8372551021055603,0,cko-high
GM49039,-0.5897751410147316,-1.21207732647155,0.5196018677887524,0.8372551021055603,0,cko-high
EMB,9.141584295669059,-0.0786586581036719,0.5196074954041043,0.8372551021055603,0,cko-high
GM11235,4.539088737196641,0.22795989958101703,0.5196129912548779,0.8372551021055603,0,cko-low
GM13034,6.119617256077904,-0.14226505590674776,0.5196289802044326,0.8372551021055603,0,cko-high
RPL21-PS13,0.9333804259904639,0.6761698868445305,0.5197186669037137,0.8373229326297214,0,cko-low
D430042O09RIK,9.775649811744362,0.06222348523374599,0.5197588788197354,0.8373229326297214,0,cko-low
CD300A,4.663060330686588,-0.2185287538078633,0.5197593335849697,0.8373229326297214,0,cko-high
GM28050,0.07267567762151445,0.8493271677572766,0.5197597024915493,0.8373229326297214,0,cko-low
GM43758,1.2989878230672558,-0.6237323268081402,0.5197902617598849,0.8373364694130251,0,cko-high
GM8543,5.7173200935295085,-0.18701679490035428,0.5198611634786618,0.8374036960551174,0,cko-high
4930532G15RIK,3.531831467152057,-0.2941391464156875,0.5198763102467497,0.8374036960551174,0,cko-high
ANKEF1,1.5614869783205934,0.8062912850511255,0.5198999291310267,0.8374060487456744,0,cko-low
GM45114,3.4426597452645398,-0.35542030512751,0.5199734082338151,0.8374255502398589,0,cko-high
MKX,3.592086972418576,0.3314793440588706,0.5199743801147765,0.8374255502398589,0,cko-low
PUSL1,6.22676202001801,0.16791113099805166,0.519983816531139,0.8374255502398589,0,cko-low
GM49030,2.298272718465728,-0.4271969433852325,0.5200006717685957,0.8374255502398589,0,cko-high
GM24019,1.5152157124178547,0.60067473982504,0.5201106981027074,0.8374727108304835,0,cko-low
GM12459,-0.6092409631027028,-1.1731456822956077,0.5201312139761564,0.8374727108304835,0,cko-high
1700016K19RIK,-0.6092409631027028,-1.1731456822956077,0.5201312139761564,0.8374727108304835,0,cko-high
GM25444,-0.6092409631027028,-1.1731456822956077,0.5201312139761564,0.8374727108304835,0,cko-high
HOXA5,8.295207843878604,0.07895499877902346,0.5201407564726162,0.8374727108304835,0,cko-low
MRPS25,8.198187787525931,0.08245584838820896,0.5202124210959087,0.8375503975596212,0,cko-low
MSX1,3.635000142255441,0.28483183208231866,0.520233330660313,0.8375503975596212,0,cko-low
LMBR1,8.054577362784697,-0.0881041143818102,0.5203065417138993,0.8376214571783926,0,cko-high
COX10,8.641593997104884,-0.0779208107386804,0.520321796378068,0.8376214571783926,0,cko-high
GM37010,1.1343756590678415,-0.6613702663456404,0.5204213514256992,0.8376493576152504,0,cko-high
GM44891,5.924729887996474,0.16783384671124502,0.5204483728063454,0.8376493576152504,0,cko-low
"NAXD",9.496408007182833,0.08543428184900215,0.5204605652268698,0.8376493576152504,0,cko-low
GM38104,2.8563720761470393,-0.40802218479758956,0.5204687115976248,0.8376493576152504,0,cko-high
GM13450,4.7100482907948455,0.2032852753327461,0.5204957431562989,0.8376493576152504,0,cko-low
GM5113,7.696158254149035,-0.0943077117916582,0.5205023882553476,0.8376493576152504,0,cko-high
GM32219,0.8636492958119633,-0.9490011986826277,0.5205146643103306,0.8376493576152504,0,cko-high
CD3E,3.4313718266483852,-0.3639350660803773,0.5205360251295347,0.8376493576152504,0,cko-high
CATSPER2,5.551174018829228,-0.17734336447781995,0.5205386103829952,0.8376493576152504,0,cko-high
HSPA1A,7.884789098846418,0.2752528332071531,0.520593621247202,0.8376986133003618,0,cko-low
GM46560,0.7660365827347979,-0.9387762604468186,0.5206135512961896,0.8376986133003618,0,cko-high
TMPRSS12,0.3751624413451213,-0.8824465644277409,0.5206863447386594,0.8377761047817257,0,cko-high
GM10358,2.3075114407863984,0.5029468445958138,0.5207108430585747,0.8377761047817257,0,cko-low
GM47962,4.404411614077908,-0.2565877699971617,0.5207904679457377,0.8377761047817257,0,cko-high
XYLT2,8.855829733374373,-0.07923574572477321,0.5208031086981739,0.8377761047817257,0,cko-high
ANKRD50,9.486809883979745,0.07045201943612334,0.5208082875425366,0.8377761047817257,0,cko-low
GM10912,3.092797321852573,-0.46274901070569197,0.5208202871930231,0.8377761047817257,0,cko-high
GM11889,8.179545967023312,-0.11101448764076594,0.520830173084039,0.8377761047817257,0,cko-high
CD300LB,0.9999707734429197,0.8226076039672142,0.5208481580471223,0.8377761047817257,0,cko-low
GM3226,5.211895720023053,-0.16457685591209792,0.5208724576328025,0.8377761047817257,0,cko-high
XIAP,10.626651531724779,-0.060889980574724945,0.5208833915658396,0.8377761047817257,0,cko-high
XIAP,10.626651531724779,-0.060889980574724945,0.5208833915658396,0.8377761047817257,0,cko-low
SIK2,9.598797206116117,0.06641861653225689,0.520907068933276,0.8377785321783286,0,cko-low
USP9X,12.388942465503924,0.06188825690124666,0.5209477750624001,0.8378083456810173,0,cko-low
GM4613,4.340249553971011,0.2559582022562097,0.5210963264579005,0.837983400436581,0,cko-low
RPL23A-PS5,1.8792842628112434,0.5657125478706697,0.5211209431480441,0.837983400436581,0,cko-low
TOGARAM1,10.207013125376113,0.06557005992709364,0.5211733542234236,0.837983400436581,0,cko-low
SHLD3,4.535790894902391,-0.2298742901257178,0.5211738217993561,0.837983400436581,0,cko-high
CXCL2,0.6146342760343098,-0.8336332591501284,0.5211984856995174,0.837983400436581,0,cko-high
GM12536,2.2823711364796644,-0.47089441697139334,0.521262130836731,0.837983400436581,0,cko-high
RPSA-PS5,4.156305581595289,-0.284204411447063,0.5212819746325457,0.837983400436581,0,cko-high
GM49196,3.073789412562684,-0.3644232317161258,0.5212969160525711,0.837983400436581,0,cko-high
CEL,1.3271768917605038,-0.6081252997207252,0.5213050181858323,0.837983400436581,0,cko-high
GM14168,3.405919979201869,-0.3706520135100271,0.5213772192288902,0.837983400436581,0,cko-high
GM24032,-0.4858931469003319,0.9391800367980585,0.5213838689433488,0.837983400436581,0,cko-low
CADM2,3.975655548968996,0.258373795270467,0.5213935804779808,0.837983400436581,0,cko-low
GM50209,2.561188379557913,0.44828830789178387,0.5214224508200535,0.837983400436581,0,cko-low
GM25293,2.9923787696211726,0.45638298845049574,0.5214610344453878,0.837983400436581,0,cko-low
FAM78B,4.83875135426395,-0.225366265569936,0.5214629961378406,0.837983400436581,0,cko-high
GM37640,1.0039235985200285,0.7462702800472423,0.5214696169365416,0.837983400436581,0,cko-low
GM5702,3.4215796422940636,0.27805568265878433,0.521471792281672,0.837983400436581,0,cko-low
HOPXOS,1.6589145057379961,-0.5184302957467579,0.5214906947296942,0.837983400436581,0,cko-high
GM50019,2.893248635087283,0.3966440765278718,0.5214912880493049,0.837983400436581,0,cko-low
NT5C1B,1.2276960287473044,0.7821591933135312,0.5215050467114986,0.837983400436581,0,cko-low
GRHL3,3.1388880871575164,-0.3450345938856376,0.521522268688304,0.837983400436581,0,cko-high
6030458C11RIK,8.524537494353911,-0.07642454284920497,0.5216262635107236,0.8381148654647874,0,cko-high
GM4596,4.785582133060812,-0.23314922601049215,0.5217369955395155,0.8382291394943703,0,cko-high
TSPO2,0.9229240192597776,-0.8357527030447791,0.5217417455632428,0.8382291394943703,0,cko-high
PAK6,9.07445342130909,0.09303443854936333,0.5217713209996873,0.8382410203715431,0,cko-low
GM15718,1.8413333624890895,-0.5042885069502308,0.521862138939835,0.8382869040395677,0,cko-high
GM3364,3.633353357072197,-0.3478958649194026,0.5218665944992795,0.8382869040395677,0,cko-high
EFCAB14,10.42674510424386,-0.062332480558559666,0.5218706206674153,0.8382869040395677,0,cko-low
EXOSC7,8.152836007288494,0.08926912881401705,0.5218886081245488,0.8382869040395677,0,cko-low
GM42595,3.4387038666738365,-0.31003095998891705,0.5219821194207094,0.8384014729545434,0,cko-high
PNKP,8.379262589255301,0.08275986374502331,0.5220281654949424,0.8384032082038234,0,cko-low
GM45153,5.153462386268972,-0.17964094112462714,0.522031739670795,0.8384032082038234,0,cko-high
PSMC6,9.765441873778524,0.0729019190808895,0.5220497537958397,0.8384032082038234,0,cko-low
METRN,8.356912372528486,-0.15350238238995928,0.5221097272894175,0.8384561806442785,0,cko-high
AMFR,12.120425967482387,-0.06748371282330723,0.5221271103747473,0.8384561806442785,0,cko-high
ZFP451,9.78859708643849,-0.06644955961536425,0.5222081791539952,0.8385172193792549,0,cko-low
GM34417,5.936749519799386,0.15870171317899384,0.5222094960655732,0.8385172193792549,0,cko-low
H2AC15,3.866491490344039,0.2645886718994084,0.5222614483188806,0.8385650106159295,0,cko-low
MVK,7.4283970431974495,0.10826052410872755,0.52231147448027615,0.8386097053088026,0,cko-low
HASPIN,6.412982858962095,-0.16836580443112226,0.5223430365421607,0.8386247519861225,0,cko-high
PRKD1,7.9691733998152134,0.11278323872134877,0.5224485654722336,0.8387585465729249,0,cko-low
GM19222,4.943163657472516,0.22549591342529052,0.5224968239975714,0.8388003896400414,0,cko-low
NXPE2,5.041160821034513,-0.19407989699834793,0.5225617531339408,0.8388337220476956,0,cko-high
GM17409,2.942074388428232,0.4842032118631723,0.522573606426313,0.8388337220476956,0,cko-low
GM6625,1.977065002250781,0.49495903337433655,0.5225841752723048,0.8388337220476956,0,cko-low
HAL,0.6890257613953533,-0.6930759214921236,0.5226680846395417,0.838894520881758,0,cko-high
GM3289,0.055237826563800996,0.979128489525067,0.5226811861013795,0.838894520881758,0,cko-low
RAPGEF3OS2,4.610193987410662,-0.19556943652477266,0.5226886453006656,0.838894520881758,0,cko-high
AP3S1-PS1,5.544605678512411,-0.2039398667188035,0.5227181742874218,0.8389062868468764,0,cko-high
LGALS12,5.031782620697696,-0.28683763050164224,0.5227827593603669,0.8389743106606219,0,cko-high
GM7940,0.3717667062474434,-0.9595902810167855,0.5228240363695933,0.8390049249460582,0,cko-high
KCTD13,7.335960325832904,-0.10521948767872491,0.522858062956902,0.8390239019688013,0,cko-high
GRIN1,0.5058186740291031,0.8633306104768377,0.5229789624033597,0.8391680048761284,0,cko-low
GM13186,4.583007251948311,0.22473819328681532,0.5230136579241251,0.8391680048761284,0,cko-low
ZYX,10.364894578503296,-0.06909897599144799,0.5230298293581677,0.8391680048761284,0,cko-high
ZCRB1,8.118782672849346,-0.09901976435090809,0.5230366838181945,0.8391680048761284,0,cko-high
SUSD3,9.554579233990882,0.13473687174449367,0.5230619753563526,0.8391729568970655,0,cko-low
BC043934,3.912878176959156,-0.25808591778030765,0.5231118501193222,0.8392173468484707,0,cko-high
GM5989,0.4653603495642096,0.9964276642212349,0.5231388622182827,0.8392250564968732,0,cko-low
GM23458,4.240673358039027,0.24589693072077967,0.5231983295326883,0.839274073650837,0,cko-low
GM13179,1.2747839645262493,-0.7336759641978816,0.5232138329597195,0.839274073650837,0,cko-high
ATP6V0A1,10.236710611039658,0.06650153441323248,0.5232447001817226,0.839287963552806,0,cko-low
GM16007,1.349430562117917,0.6045484456251962,0.523296965695232,0.8393028949923013,0,cko-low
RPS7-PS3,9.911257678371744,0.08311592854968275,0.5232984259817843,0.8393028949923013,0,cko-low
GM31107,3.202833270040379,-0.30967824447352843,0.5233221840932489,0.8393053802941803,0,cko-high
GM5828,6.507344808477319,-0.1320197875509992,0.5234637053617447,0.8394967262054341,0,cko-high
H2-Q6,8.697643235035661,-0.11584898625093132,0.5236180885492985,0.83970868210367,0,cko-high
GM10482,0.9529855211207104,0.6839659372825666,0.5238079642263285,0.8399775357084656,0,cko-low
GM28802,0.887874677156495,-0.911390481636644,0.5238385158784434,0.8399908856109188,0,cko-high
GM14122,4.414870849652443,-0.2192987014750747,0.5238934419724093,0.8400433178760783,0,cko-high
GM20796,5.874540828013452,0.1294802300963216,0.523946538963102,0.840092812918691,0,cko-low
SPG20,9.030999411408656,-0.06634142111671792,0.5240232912623551,0.8401779070047484,0,cko-high
PI4KB,9.800883136627824,0.06547142732462241,0.524053700425428,0.8401779070047484,0,cko-low
GM12855,3.763422947041188,-0.28945269016386366,0.5240663050863392,0.8401779070047484,0,cko-high
TMEM100,5.532280172445626,-0.31795846755032375,0.524143934549949,0.8402667164889994,0,cko-high
C130026I21RIK,0.044336718157797744,0.9708589521396229,0.5242030205145968,0.8403153831057925,0,cko-low
GM42503,0.10969714326167601,0.8673811489424315,0.5242314537390309,0.8403153831057925,0,cko-low
ZDHHC22,2.810779493904165,0.40077778330794844,0.5242681350135796,0.8403153831057925,0,cko-low
RAB11A,9.764569109367761,0.06315668633157756,0.5243132688081557,0.8403153831057925,0,cko-low
GM10941,3.2909287642926888,0.30742897427934324,0.5243147220828059,0.8403153831057925,0,cko-low
GM46369,2.614855383961963,0.3930807105894276,0.5243179456837002,0.8403153831057925,0,cko-low
GM15495,5.003797887341331,-0.19762666165335752,0.5243548477085092,0.8403153831057925,0,cko-high
GM5608,1.8082355464763145,0.5990810616093012,0.5243763821303666,0.8403153831057925,0,cko-low
PLP2,5.604386855803551,0.178951028248445,0.5243939125040118,0.8403153831057925,0,cko-low
CNTLN,7.734064141687158,-0.10852534422618643,0.5243966446646647,0.8403153831057925,0,cko-high
IGHV1-64,0.745871693969897,0.9135941632578852,0.5244511513065018,0.8403670939230576,0,cko-low
GM17249,4.912586918879409,0.21880519123844433,0.5245187282441828,0.840386611618844,0,cko-low
KIF18A,4.981103473099814,0.19252302523033293,0.5245242996093459,0.840386611618844,0,cko-low
GTF2F1,8.694301682411975,0.08775179999070204,0.52453004325956,0.840386611618844,0,cko-low
GM11537,2.065589088200762,-0.43840945648202223,0.524560903951138,0.8404004274077496,0,cko-high
PPAN,7.886626157087772,0.10493955608354089,0.5246265471334677,0.8404699647845701,0,cko-low
GM12778,1.9768687896726735,-0.5460035642166314,0.5246681768935137,0.8404866365652284,0,cko-high
REP15,4.446031031364915,-0.20482610163202963,0.5246814333680903,0.8404866365652284,0,cko-high
CHST12,5.609432022131276,0.15792541768521673,0.5247088675387807,0.8404949570646209,0,cko-low
GCNT1,13.499430452273216,0.11583746611848866,0.5247440269584014,0.8405156508778463,0,cko-low
METTL5,7.138316552901674,-0.12402561384309152,0.5247768904874437,0.8405326656198971,0,cko-high
PPP1CC,7.619146634576046,0.0907718596612721,0.5248671270465496,0.8406187472088144,0,cko-low
LIN7C,10.402423334429475,-0.060876145762138734,0.5248751211337424,0.8406187472088144,0,cko-high
IRS2,10.60990867245066,-0.09907808046705924,0.5249014996587751,0.8406253697391485,0,cko-high
HCAR2,1.5413995431434713,-0.5911380314263874,0.5250405869037233,0.8406630078260339,0,cko-high
GM44077,-0.6117828089988502,-1.168061990503313,0.52505086308497,0.8406630078260339,0,cko-high
GM26728,2.5308064740526905,-0.40328255866899543,0.5250684042886329,0.8406630078260339,0,cko-high
ATP5L2-PS,6.2670757458182225,-0.15768295759110096,0.5250861375680572,0.8406630078260339,0,cko-high
GM9316,4.679976254003,-0.2074656360401006,0.5250922633341892,0.8406630078260339,0,cko-high
GM23875,3.7213534620581044,0.27357302615107626,0.5251019345279664,0.8406630078260339,0,cko-low
PTCD3,9.388640732676489,-0.06556607594667341,0.5251312260816926,0.8406630078260339,0,cko-low
GM9496,1.3115568000220272,-0.6980810209554764,0.5251432004917842,0.8406630078260339,0,cko-high
GM16177,3.7760078265946033,0.27096098088252063,0.5251804616917002,0.8406630078260339,0,cko-low
GM8098,5.594723498521871,-0.16580365111967055,0.5252148652594981,0.8406630078260339,0,cko-high
GM13241,3.228668625121986,0.3151755475743543,0.5252317746503831,0.8406630078260339,0,cko-low
GM39197,4.297868256105911,-0.2366457304093883,0.5252344858507539,0.8406630078260339,0,cko-high
GM18694,2.6484999154648086,-0.39582567661190904,0.525239673668499,0.8406630078260339,0,cko-high
LMBRD2,11.545611471228156,-0.0707537054247549,0.525286942822083,0.8406630078260339,0,cko-high
BBX,10.861364384628702,-0.07203768536349386,0.5252908946960833,0.8406630078260339,0,cko-high
WDHD1,5.290735022106085,-0.1748841095603808,0.5253228584798963,0.8406630078260339,0,cko-high
PRL2C3,2.7064182739967126,-0.37132138367052603,0.525340409081188,0.8406630078260339,0,cko-high
CLDN12,10.424823747705641,0.06737648844664612,0.5253424035811324,0.8406630078260339,0,cko-low
GM17229,5.343699109906124,-0.16872268440265703,0.5253809272999298,0.8406630078260339,0,cko-high
WDR82,10.014232383121765,0.06302335395585423,0.5254087786941558,0.8406630078260339,0,cko-low
ASH1L,12.167662407642556,-0.06485197546609633,0.525411569319111,0.8406630078260339,0,cko-low
